,words,tags,cased
3516,i would like to thank all of the parties who participated in this settlement process .?,PRON AUX VERB PART VERB DET ADP DET NOUN PRON VERB ADP DET NOUN NOUN PUNCT,I would like to thank all of the parties who participated in this settlement process .?
3517,"you have all devoted considerable time , resources and spirit in the preparation of this document - and it shows .?",PRON AUX ADV VERB ADJ NOUN PUNCT NOUN CCONJ NOUN ADP DET NOUN ADP DET NOUN PUNCT CCONJ PRON VERB PUNCT,"You have all devoted considerable time , resources and spirit in the preparation of this document - and it shows .?"
3518,"we now have a settlement before the commission that includes ratepayer advocates , commercial and industrial customers , electric generators , marketers , shippers , independent storage providers ,? gas suppliers ,? producers , utilities , aggregators , pipeline companies , wholesale customers , municipalities , and retail mass marketers , among others .?",PRON ADV VERB DET NOUN ADP DET NOUN PRON VERB NOUN NOUN PUNCT ADJ CCONJ ADJ NOUN PUNCT ADJ NOUN PUNCT NOUN PUNCT NOUN PUNCT ADJ NOUN NOUN PUNCT NOUN NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN NOUN PUNCT ADJ NOUN PUNCT NOUN PUNCT CCONJ NOUN ADJ NOUN PUNCT ADP NOUN PUNCT,"We now have a settlement before the Commission that includes ratepayer advocates , commercial and industrial customers , electric generators , marketers , shippers , independent storage providers ,? gas suppliers ,? producers , utilities , aggregators , pipeline companies , wholesale customers , municipalities , and retail mass marketers , among others .?"
3519,"while we should be proud of our accomplishment , we now must turn to the task of getting our testimony ready by may 5 deadline .?",SCONJ PRON AUX AUX ADJ ADP PRON NOUN PUNCT PRON ADV AUX VERB ADP DET NOUN SCONJ VERB PRON NOUN ADJ ADP PROPN NUM NOUN PUNCT,"While we should be proud of our accomplishment , we now must turn to the task of getting our testimony ready by May 5 deadline .?"
3520,assignments have already been made and i will schedule a conference call later this week to discuss related details .?,NOUN AUX ADV AUX VERB CCONJ PRON AUX VERB DET NOUN NOUN ADV DET NOUN PART VERB ADJ NOUN PUNCT,Assignments have already been made and I will schedule a conference call later this week to discuss related details .?
3521,so much for resting on our laurels .?,ADV ADV SCONJ VERB ADP PRON NOUN PUNCT,So much for resting on our laurels .?
3522,"once again , thank you all for an outstanding accomplishment .",ADV ADV PUNCT VERB PRON DET ADP DET ADJ NOUN PUNCT,"Once again , thank you all for an outstanding accomplishment ."
3523,<< ld2d-#69366-1.doc >> << ld2d-#69345-1.doc >> ? << ld2d-#69397-1.doc >> << ld2d-#69396-1.doc >> << ld2d-#69377-1.xls >> << ld2d-#69381-1.doc >> << ld2d-#69366-1.doc >> << ld2d-#69336-1.xls >> << primary rights 4-12 .doc >> << ld2d-#69334-1.doc >> << ld2d-#69345-1.doc >>,PUNCT NOUN PUNCT PUNCT NOUN PUNCT PUNCT PUNCT NOUN PUNCT PUNCT NOUN PUNCT PUNCT NOUN PUNCT PUNCT NOUN PUNCT PUNCT NOUN PUNCT PUNCT NOUN PUNCT PUNCT X X X NOUN PUNCT PUNCT NOUN PUNCT PUNCT NOUN PUNCT,<< ld2d-#69366-1.DOC >> << ld2d-#69345-1.DOC >> ? << ld2d-#69397-1.DOC >> << ld2d-#69396-1.DOC >> << ld2d-#69377-1.XLS >> << ld2d-#69381-1.DOC >> << ld2d-#69366-1.DOC >> << ld2d-#69336-1.XLS >> << Primary Rights 4-12 .doc >> << ld2d-#69334-1.DOC >> << ld2d-#69345-1.DOC >>
3524,- ld2d-#69366-1.doc,PUNCT NOUN,- ld2d-#69366-1.DOC
3525,- ld2d-#69345-1.doc,PUNCT NOUN,- ld2d-#69345-1.DOC
3526,- ld2d-#69397-1.doc,PUNCT NOUN,- ld2d-#69397-1.DOC
3527,- ld2d-#69396-1.doc,PUNCT NOUN,- ld2d-#69396-1.DOC
3528,- ld2d-#69377-1.xls,PUNCT NOUN,- ld2d-#69377-1.XLS
3529,- ld2d-#69381-1.doc,PUNCT NOUN,- ld2d-#69381-1.DOC
3530,- ld2d-#69366-1.doc,PUNCT NOUN,- ld2d-#69366-1.DOC
3531,- ld2d-#69336-1.xls,PUNCT NOUN,- ld2d-#69336-1.XLS
3532,- primary rights 4-12 .doc,PUNCT X X X NOUN,- Primary Rights 4-12 .doc
3533,- ld2d-#69334-1.doc,PUNCT NOUN,- ld2d-#69334-1.DOC
3534,- ld2d-#69345-1.doc,PUNCT NOUN,- ld2d-#69345-1.DOC
3535,severin borenstein,PROPN PROPN,Severin Borenstein
3536,"e.t. grether professor of business administration and public policy director haas school of business u.c. energy institute university of california 2539 channing way berkeley , ca 94720-1900 berkeley , ca 94720-5180 ( p ) 510-642-3689 ( p ) 510-642-5145 ( f ) 707-885-2508 http://www.ucei.berkeley.edu/ucei email : borenste@haas.berkeley.edu www : http://haas.berkeley.edu/~borenste",PROPN PROPN NOUN ADP NOUN NOUN CCONJ NOUN NOUN NOUN PROPN PROPN ADP PROPN PROPN PROPN PROPN PROPN ADP PROPN NUM PROPN PROPN PROPN PUNCT PROPN NUM PROPN PUNCT PROPN NUM PUNCT NOUN PUNCT NUM PUNCT NOUN PUNCT NUM PUNCT NOUN PUNCT NUM X NOUN PUNCT X NOUN PUNCT X,"E.T. Grether Professor of Business Administration and Public Policy Director Haas School of Business U.C. Energy Institute University of California 2539 Channing Way Berkeley , CA 94720-1900 Berkeley , CA 94720-5180 ( p ) 510-642-3689 ( p ) 510-642-5145 ( f ) 707-885-2508 http://www.ucei.berkeley.edu/ucei Email : borenste@haas.berkeley.edu WWW : http://haas.berkeley.edu/~borenste"
3537,attached is a rough draft of my talking points for a panel i 'll be on at a cem conference in sf on thursday afternoon .,VERB AUX DET ADJ NOUN ADP PRON NOUN NOUN ADP DET NOUN PRON AUX AUX ADP ADP DET PROPN NOUN ADP PROPN ADP PROPN NOUN PUNCT,Attached is a rough draft of my talking points for a panel I 'll be on at a CEM conference in SF on Thursday afternoon .
3538,"have distributed to western ga team ( plus steffes ) for comment and thought you may have some , too .",AUX VERB ADP ADJ NOUN NOUN PUNCT CCONJ PROPN PUNCT ADP NOUN CCONJ VERB PRON AUX VERB DET PUNCT ADV PUNCT,"Have distributed to Western GA team ( plus Steffes ) for comment and thought you may have some , too ."
3539,"topic for panel , "" puc priorities . """,NOUN ADP NOUN PUNCT PUNCT NOUN NOUN PUNCT PUNCT,"Topic for panel , "" PUC Priorities . """
3540,goal is to ( politely ? ) refute loretta lynch 's and carl woods ' continued assertions that 1 ) california 's move to deregulate was based solely on ideology with no basis in fact and 2 ) the solution is to turn back the clock to command - and - control regulation .,NOUN VERB PART PUNCT ADV PUNCT PUNCT VERB PROPN PROPN PART CCONJ PROPN PROPN PART VERB NOUN SCONJ X PUNCT PROPN PART NOUN PART VERB AUX VERB ADV ADP NOUN ADP DET NOUN ADP NOUN CCONJ X PUNCT DET NOUN VERB PART VERB ADP DET NOUN ADP VERB PUNCT CCONJ PUNCT VERB NOUN PUNCT,Goal is to ( politely ? ) refute Loretta Lynch 's and Carl Woods ' continued assertions that 1 ) California 's move to deregulate was based solely on ideology with no basis in fact and 2 ) the solution is to turn back the clock to command - and - control regulation .
3541,the ferc order tomorrow is likely to alter the points somewhat .,DET PROPN NOUN NOUN AUX ADJ PART VERB DET NOUN ADV PUNCT,The FERC order tomorrow is likely to alter the points somewhat .
3542,comments are much appreciated .,NOUN AUX ADV VERB PUNCT,Comments are much appreciated .
3543,"best ,",ADJ PUNCT,"Best ,"
3544,jeff,PROPN,Jeff
3545,chris :,PROPN PUNCT,Chris :
3546,"as we discussed yesterday , laird and i spoke and we think that the presentation is good to go for thursday .",SCONJ PRON VERB NOUN PUNCT PROPN CCONJ PRON VERB CCONJ PRON VERB SCONJ DET NOUN AUX ADJ PART VERB ADP PROPN PUNCT,"As we discussed yesterday , Laird and I spoke and we think that the presentation is good to go for Thursday ."
3547,we 'll need to update the numbers for the offer we made to s.d. last week .,PRON AUX VERB PART VERB DET NOUN ADP DET NOUN PRON VERB ADP PROPN ADJ NOUN PUNCT,We 'll need to update the numbers for the offer we made to S.D. last week .
3548,you had mentioned that you might want to include a shaped product .,PRON AUX VERB SCONJ PRON AUX VERB PART VERB DET VERB NOUN PUNCT,You had mentioned that you might want to include a shaped product .
3549,you still considering it ?,PRON ADV VERB PRON PUNCT,You still considering it ?
3550,"let us know and we can add it , and make any other changes you 'd like to make at this end .",VERB PRON VERB CCONJ PRON AUX VERB PRON PUNCT CCONJ VERB DET ADJ NOUN PRON AUX VERB PART VERB ADP DET NOUN PUNCT,"Let us know and we can add it , and make any other changes you 'd like to make at this end ."
3551,my flight gets into s.d. at at 8:35 on southwest .,PRON NOUN VERB ADP PROPN ADP ADP NUM ADP PROPN PUNCT,My flight gets into S.D. at at 8:35 on southwest .
3552,"best ,",ADJ PUNCT,"Best ,"
3553,jeff,PROPN,Jeff
3554,sandi sez it 's actually happening at 10 am and it 's renewable - focused .,PROPN VERB PRON AUX ADV VERB ADP NUM NOUN CCONJ PRON VERB ADJ PUNCT VERB PUNCT,Sandi sez it 's actually happening at 10 AM and it 's renewable - focused .
3555,david forster,PROPN PROPN,David Forster
3556,03/08/2000 09:45 am,NUM NUM NOUN,03/08/2000 09:45 AM
3557,fyi,ADV,Fyi
3558,dear justin,ADJ PROPN,Dear Justin
3559,marly asked me to respond to you .,PROPN VERB PRON PART VERB ADP PRON PUNCT,Marly asked me to respond to you .
3560,"as you know , the suffix online is purely descriptive and now used by many companies .",SCONJ PRON VERB PUNCT DET NOUN NOUN VERB ADV ADJ CCONJ ADV VERB ADP ADJ NOUN PUNCT,"As you know , the suffix ONLINE is purely descriptive and now used by many companies ."
3561,"therefore , any trade mark registration that incorporates the word online as a suffix in the way that you use it will not enable its owner to prevent others from using the word online .",ADV PUNCT DET NOUN NOUN NOUN PRON VERB DET NOUN NOUN ADP DET NOUN ADP DET NOUN ADV PRON VERB PRON AUX PART VERB PRON NOUN PART VERB NOUN SCONJ VERB DET NOUN NOUN PUNCT,"Therefore , any trade mark registration that incorporates the word ONLINE as a suffix in the way that you use it will not enable its owner to prevent others from using the word ONLINE ."
3562,"given the above , if you have adequate protection for the word enron ( which covers the services that you offer on - line as well as your core activities ) , i 'd say that another application for the words enron online is probably unnecessary .",VERB DET ADJ PUNCT SCONJ PRON VERB ADJ NOUN ADP DET NOUN PROPN PUNCT PRON VERB DET NOUN PRON PRON VERB ADP PUNCT NOUN ADV ADV ADP PRON ADJ NOUN PUNCT PUNCT PRON AUX VERB SCONJ DET NOUN ADP DET NOUN PROPN PROPN AUX ADV ADJ PUNCT,"Given the above , if you have adequate protection for the word ENRON ( which covers the services that you offer on - line as well as your core activities ) , I 'd say that another application for the words ENRON ONLINE is probably unnecessary ."
3563,"however , if you use a particular logo for the on - line service , that should be registered .",ADV PUNCT SCONJ PRON VERB DET ADJ NOUN ADP DET ADP PUNCT NOUN NOUN PUNCT PRON AUX AUX VERB PUNCT,"However , if you use a particular logo for the on - line service , that should be registered ."
3564,i hope the above is clear .,PRON VERB DET ADJ AUX ADJ PUNCT,I hope the above is clear .
3565,jonathan day,PROPN PROPN,Jonathan Day
3566,"marly ,",PROPN PUNCT,"Marly ,"
3567,"if you could respond to me on this request , thanks",SCONJ PRON AUX VERB ADP PRON ADP DET NOUN PUNCT NOUN,"If you could respond to me on this request , thanks"
3568,justin,PROPN,Justin
3569,paul goddard,PROPN PROPN,Paul Goddard
3570,08/03/2000 11:35,NUM NUM,08/03/2000 11:35
3571,can one of you give me a quick call to discuss .,AUX NUM ADP PRON VERB PRON DET ADJ NOUN PART VERB PUNCT,Can one of you give me a quick call to discuss .
3572,i 'm @ x37047 .,PRON AUX ADP NOUN PUNCT,I 'm @ X37047 .
3573,thanks .,NOUN PUNCT,Thanks .
3574,"i believe we are to some extent already protected with "" enron "" proceeded with anything , but enrononline ( tm ) , etc. just affords us more protection .",PRON VERB PRON AUX ADP DET NOUN ADV VERB ADP PUNCT PROPN PUNCT VERB ADP PRON PUNCT CCONJ PROPN PUNCT NOUN PUNCT PUNCT X ADV VERB PRON ADJ NOUN PUNCT,"I believe we are to some extent already protected with "" Enron "" proceeded with anything , but EnronOnline ( TM ) , etc. just affords us more protection ."
3575,"i assume this is akin to why mcdonald 's trademarks "" mc "" everything ?",PRON VERB PRON AUX ADJ SCONJ ADV PROPN PART VERB PUNCT PROPN PUNCT PRON PUNCT,"I assume this is akin to why McDonald 's trademarks "" Mc "" Everything ?"
3576,david forster,PROPN PROPN,David Forster
3577,08/03/2000 01:50,NUM NUM,08/03/2000 01:50
3578,"paul ,",PROPN PUNCT,"Paul ,"
3579,can you please give me a call to discuss trademarking ?,AUX PRON INTJ VERB PRON DET NOUN PART VERB NOUN PUNCT,Can you please give me a call to discuss trademarking ?
3580,"i.e. are we covered if we proceed a word with "" enron "" ?",X AUX PRON VERB SCONJ PRON VERB DET NOUN ADP PUNCT PROPN PUNCT PUNCT,"i.e. Are we covered if we proceed a word with "" Enron "" ?"
3581,e.g. : enroneauction .,X PUNCT PROPN PUNCT,e.g. : EnronEAuction .
3582,"if we are covered , then was it necessary to register enrononline ?",SCONJ PRON AUX VERB PUNCT ADV AUX PRON ADJ PART VERB PROPN PUNCT,"If we are covered , then was it necessary to register EnronOnline ?"
3583,"thanks ,",NOUN PUNCT,"Thanks ,"
3584,dave,PROPN,Dave
3585,____________________________________________________________,SYM,____________________________________________________________
3586,this message is confidential .,DET NOUN AUX ADJ PUNCT,This message is confidential .
3587,it may also be privileged or otherwise protected by work product immunity or other legal rules .,PRON AUX ADV VERB ADJ CCONJ ADV VERB ADP NOUN NOUN NOUN CCONJ ADJ ADJ NOUN PUNCT,It may also be privileged or otherwise protected by work product immunity or other legal rules .
3588,if you have received it by mistake please let us know by reply and then delete it from your system ; you should not copy the message or disclose its contents to anyone .,SCONJ PRON AUX VERB PRON ADP NOUN INTJ VERB PRON VERB ADP NOUN CCONJ ADV VERB PRON ADP PRON NOUN PUNCT PRON AUX PART VERB DET NOUN CCONJ VERB PRON NOUN ADP PRON PUNCT,If you have received it by mistake please let us know by reply and then delete it from your system ; you should not copy the message or disclose its contents to anyone .
3589,____________________________________________________________,SYM,____________________________________________________________
3590,"per my conversation with edmund this morning , we are moving the following countries to the non-approved list : austria , belgium , croatia , czech republic , denmark , poland , portugal , romania , singapore , and slovenia .",ADP PRON NOUN ADP PROPN DET NOUN PUNCT PRON AUX VERB DET VERB NOUN ADP DET ADJ NOUN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT CCONJ PROPN PUNCT,"Per my conversation with Edmund this morning , we are moving the following countries to the non-approved list : Austria , Belgium , Croatia , Czech Republic , Denmark , Poland , Portugal , Romania , Singapore , and Slovenia ."
3591,"below is the list , now updated to reflect this change .",ADV AUX DET NOUN PUNCT ADV VERB PART VERB DET NOUN PUNCT,"Below is the list , now updated to reflect this change ."
3592,"jurisdictions which are are approved to trade credit derivatives : finland , germany , norway , sweden , switzerland , the u.k , and the u.s. .",NOUN PRON VERB AUX VERB PART VERB NOUN NOUN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT DET PROPN PUNCT CCONJ DET PROPN PUNCT,"Jurisdictions which are are approved to trade credit derivatives : Finland , Germany , Norway , Sweden , Switzerland , the U.K , and the U.S. ."
